"case","ramplab","change.year","Year","SSB","F","R"
"Mmult All Ages","Ramp9",2000,2018,11387.85,0.2436902,5533.67
"Mmult All Ages","Ramp9",2005,1963,14055.9,0.3885389,3654.648
"Mmult All Ages","Ramp9",2005,1964,13466.45,0.3540333,2944.646
"Mmult All Ages","Ramp9",2005,1965,12972.41,0.3326337,4059.503
"Mmult All Ages","Ramp9",2005,1966,12773.87,0.2374283,4637.86
"Mmult All Ages","Ramp9",2005,1967,13587.1,0.1785205,4895.526
"Mmult All Ages","Ramp9",2005,1968,15316.73,0.1604939,5851.771
"Mmult All Ages","Ramp9",2005,1969,17606.15,0.1339474,5030.217
"Mmult All Ages","Ramp9",2005,1970,20353.81,0.1526176,6509.316
"Mmult All Ages","Ramp9",2005,1971,22818.22,0.1706571,7973.462
"Mmult All Ages","Ramp9",2005,1972,24974.15,0.1609989,5164.993
"Mmult All Ages","Ramp9",2005,1973,27830.42,0.149741,4840.009
"Mmult All Ages","Ramp9",2005,1974,30522.61,0.1665477,5928.061
"Mmult All Ages","Ramp9",2005,1975,31889.41,0.1497922,4901.285
"Mmult All Ages","Ramp9",2005,1976,32875.36,0.1604303,5082.28
"Mmult All Ages","Ramp9",2005,1977,32742.28,0.208554,6809.673
"Mmult All Ages","Ramp9",2005,1978,31617.26,0.2091349,6752.668
"Mmult All Ages","Ramp9",2005,1979,31004.69,0.1860875,3846.28
"Mmult All Ages","Ramp9",2005,1980,30658.58,0.2153865,7166.832
"Mmult All Ages","Ramp9",2005,1981,29271.73,0.2861576,5841.494
"Mmult All Ages","Ramp9",2005,1982,26397.02,0.3597032,6796.685
"Mmult All Ages","Ramp9",2005,1983,23329.15,0.3607507,4177.294
"Mmult All Ages","Ramp9",2005,1984,20979.92,0.4250868,6123.603
"Mmult All Ages","Ramp9",2005,1985,18136.68,0.5132177,11635.74
"Mmult All Ages","Ramp9",2005,1986,15175.46,0.5558564,6102.871
"Mmult All Ages","Ramp9",2005,1987,13826.04,0.6490391,9150.393
"Mmult All Ages","Ramp9",2005,1988,13189.33,0.6514426,8822.13
"Mmult All Ages","Ramp9",2005,1989,12287.46,0.606592,12898.92
"Mmult All Ages","Ramp9",2005,1990,12600.88,0.6397634,13590.28
"Mmult All Ages","Ramp9",2005,1991,12989.65,0.5511748,8455.015
"Mmult All Ages","Ramp9",2005,1992,14020.26,0.8476838,7212.773
"Mmult All Ages","Ramp9",2005,1993,12051.47,0.9977963,6957.937
"Mmult All Ages","Ramp9",2005,1994,9435.056,0.6881365,4874.278
"Mmult All Ages","Ramp9",2005,1995,8654.641,0.6309437,3233.969
"Mmult All Ages","Ramp9",2005,1996,8811.83,0.4717538,4411.762
"Mmult All Ages","Ramp9",2005,1997,8920.033,0.3095014,6100.55
"Mmult All Ages","Ramp9",2005,1998,10381.41,0.3388354,6424.905
"Mmult All Ages","Ramp9",2005,1999,10692.55,0.4802873,9062.376
"Mmult All Ages","Ramp9",2005,2000,10792.34,0.4446813,4072.677
"Mmult All Ages","Ramp9",2005,2001,12694.97,0.4444651,3619.737
"Mmult All Ages","Ramp9",2005,2002,15407.1,0.3247602,3982.519
"Mmult All Ages","Ramp9",2005,2003,15635.19,0.4182338,3915.336
"Mmult All Ages","Ramp9",2005,2004,13575.65,0.3347877,3695.993
"Mmult All Ages","Ramp9",2005,2005,11151.45,0.3332064,6075.91
"Mmult All Ages","Ramp9",2005,2006,10531.96,0.2307842,7350.424
"Mmult All Ages","Ramp9",2005,2007,12890.63,0.1609725,5763.727
"Mmult All Ages","Ramp9",2005,2008,13280.12,0.166975,6305.662
"Mmult All Ages","Ramp9",2005,2009,12838.04,0.2066403,6084.27
"Mmult All Ages","Ramp9",2005,2010,15695.08,0.1725934,5106.356
"Mmult All Ages","Ramp9",2005,2011,17796.16,0.2337636,4625.694
"Mmult All Ages","Ramp9",2005,2012,17004.31,0.2335077,4380.129
"Mmult All Ages","Ramp9",2005,2013,16073.26,0.1946772,4860.142
"Mmult All Ages","Ramp9",2005,2014,14000.1,0.1930463,4330.699
"Mmult All Ages","Ramp9",2005,2015,12514.6,0.1757295,4736.954
"Mmult All Ages","Ramp9",2005,2016,13342.59,0.1305015,2858.685
"Mmult All Ages","Ramp9",2005,2017,13096.99,0.2004886,4106.652
"Mmult All Ages","Ramp9",2005,2018,11075.13,0.2418487,4809.567
"Mmult All Ages","Ramp9",2010,1963,15931.74,0.3252692,3439.88
"Mmult All Ages","Ramp9",2010,1964,15338.15,0.3117979,2844.871
"Mmult All Ages","Ramp9",2010,1965,14700.46,0.2934633,3958.39
"Mmult All Ages","Ramp9",2010,1966,14390.56,0.2112741,4544.791
"Mmult All Ages","Ramp9",2010,1967,15106.64,0.1610317,4796.768
"Mmult All Ages","Ramp9",2010,1968,16726.19,0.1479509,5737.247
"Mmult All Ages","Ramp9",2010,1969,18878.43,0.1261531,4946.951
"Mmult All Ages","Ramp9",2010,1970,21475.24,0.1448714,6419.456
"Mmult All Ages","Ramp9",2010,1971,23817.52,0.1624262,7854.628
"Mmult All Ages","Ramp9",2010,1972,25901.47,0.1542821,5056.82
"Mmult All Ages","Ramp9",2010,1973,28705.48,0.1442053,4707.076
"Mmult All Ages","Ramp9",2010,1974,31359.6,0.1600359,5735.346
"Mmult All Ages","Ramp9",2010,1975,32712.36,0.1444957,4725.072
"Mmult All Ages","Ramp9",2010,1976,33645.57,0.1545903,4889.317
"Mmult All Ages","Ramp9",2010,1977,33452.43,0.1996274,6533.198
"Mmult All Ages","Ramp9",2010,1978,32320.7,0.2003371,6455.301
"Mmult All Ages","Ramp9",2010,1979,31651.62,0.1795337,3662.934
"Mmult All Ages","Ramp9",2010,1980,31155.84,0.2084487,6800.781
"Mmult All Ages","Ramp9",2010,1981,29679.7,0.2749383,5520.266
"Mmult All Ages","Ramp9",2010,1982,26833.79,0.3426656,6401.128
"Mmult All Ages","Ramp9",2010,1983,23772.68,0.3490684,3932.448
"Mmult All Ages","Ramp9",2010,1984,21328.84,0.4128867,5766.785
"Mmult All Ages","Ramp9",2010,1985,18434.94,0.4984263,11032.82
"Mmult All Ages","Ramp9",2010,1986,15418.89,0.542676,5846.392
"Mmult All Ages","Ramp9",2010,1987,13955.58,0.6330957,8859.294
"Mmult All Ages","Ramp9",2010,1988,13314.56,0.6352706,8609.698
"Mmult All Ages","Ramp9",2010,1989,12486.68,0.6073622,12602.05
"Mmult All Ages","Ramp9",2010,1990,12773.19,0.6404972,13227.27
"Mmult All Ages","Ramp9",2010,1991,13047.64,0.5632504,8187.384
"Mmult All Ages","Ramp9",2010,1992,13953.2,0.8711899,6922.846
"Mmult All Ages","Ramp9",2010,1993,11861.04,1.041792,6563.883
"Mmult All Ages","Ramp9",2010,1994,9111.789,0.7345692,4440.453
"Mmult All Ages","Ramp9",2010,1995,8101.01,0.6976944,2807.713
"Mmult All Ages","Ramp9",2010,1996,7935.774,0.5432593,3609.251
"Mmult All Ages","Ramp9",2010,1997,7809.238,0.3647305,4726.29
"Mmult All Ages","Ramp9",2010,1998,9012.557,0.3745868,4778.796
"Mmult All Ages","Ramp9",2010,1999,9262.12,0.5326255,6553.739
"Mmult All Ages","Ramp9",2010,2000,9324.681,0.4868801,2910.553
"Mmult All Ages","Ramp9",2010,2001,11037.37,0.4820163,2607.367
"Mmult All Ages","Ramp9",2010,2002,13545.63,0.3467381,2903.287
"Mmult All Ages","Ramp9",2010,2003,14196.35,0.4397324,2912.886
"Mmult All Ages","Ramp9",2010,2004,12767.86,0.3428682,2812.859
"Mmult All Ages","Ramp9",2010,2005,10916.33,0.3243412,4774.845
"Mmult All Ages","Ramp9",2010,2006,10822.21,0.2118329,6016.916
"Mmult All Ages","Ramp9",2010,2007,13560.99,0.1430367,4899.538
"Mmult All Ages","Ramp9",2010,2008,14147.77,0.1455102,5538.398
"Mmult All Ages","Ramp9",2010,2009,13631.48,0.1810092,5472.133
"Mmult All Ages","Ramp9",2010,2010,16655.95,0.1521775,4650.078
"Mmult All Ages","Ramp9",2010,2011,18743.01,0.2087201,4216.347
"Mmult All Ages","Ramp9",2010,2012,17925.87,0.2090355,3986.979
"Mmult All Ages","Ramp9",2010,2013,16952.6,0.1742573,4412.223
"Mmult All Ages","Ramp9",2010,2014,14917.36,0.171192,3909.569
"Mmult All Ages","Ramp9",2010,2015,13297.53,0.1568305,4260.163
"Mmult All Ages","Ramp9",2010,2016,14263.04,0.1163971,2561.999
"Mmult All Ages","Ramp9",2010,2017,14058.18,0.17782,3673.471
"Mmult All Ages","Ramp9",2010,2018,11656.57,0.2174791,4298.105
"Mmult All Ages","Ramp9",2015,1963,16964.94,0.2990571,3375.897
"Mmult All Ages","Ramp9",2015,1964,16357.09,0.2920917,2816.134
"Mmult All Ages","Ramp9",2015,1965,15655.19,0.2750465,3931.105
"Mmult All Ages","Ramp9",2015,1966,15293.2,0.198591,4522.544
"Mmult All Ages","Ramp9",2015,1967,15963.62,0.152258,4774.236
"Mmult All Ages","Ramp9",2015,1968,17532.87,0.1412487,5711.58
"Mmult All Ages","Ramp9",2015,1969,19624.89,0.1215743,4929.972
"Mmult All Ages","Ramp9",2015,1970,22158.83,0.1402377,6403.556
"Mmult All Ages","Ramp9",2015,1971,24450.97,0.1575715,7831.039
"Mmult All Ages","Ramp9",2015,1972,26504.54,0.1501703,5029.422
"Mmult All Ages","Ramp9",2015,1973,29291.72,0.1407175,4669.545
"Mmult All Ages","Ramp9",2015,1974,31935.64,0.1561313,5677.9
"Mmult All Ages","Ramp9",2015,1975,33283.68,0.1412473,4670.396
"Mmult All Ages","Ramp9",2015,1976,34196.3,0.1511465,4827.617
"Mmult All Ages","Ramp9",2015,1977,33974.68,0.1947594,6442.307
"Mmult All Ages","Ramp9",2015,1978,32831.69,0.1955287,6355.104
"Mmult All Ages","Ramp9",2015,1979,32131.48,0.175711,3599.718
"Mmult All Ages","Ramp9",2015,1980,31564.26,0.2043419,6673.361
"Mmult All Ages","Ramp9",2015,1981,30034.7,0.2689771,5409.079
"Mmult All Ages","Ramp9",2015,1982,27173.75,0.3344606,6265.69
"Mmult All Ages","Ramp9",2015,1983,24087.22,0.3426524,3849.28
"Mmult All Ages","Ramp9",2015,1984,21586.38,0.406041,5646.669
"Mmult All Ages","Ramp9",2015,1985,18651.22,0.4904582,10830.74
"Mmult All Ages","Ramp9",2015,1986,15593.08,0.5349398,5760.126
"Mmult All Ages","Ramp9",2015,1987,14071.73,0.6241322,8760.817
"Mmult All Ages","Ramp9",2015,1988,13412.27,0.6268223,8539.074
"Mmult All Ages","Ramp9",2015,1989,12598.75,0.604187,12509.74
"Mmult All Ages","Ramp9",2015,1990,12881.68,0.6368806,13121.05
"Mmult All Ages","Ramp9",2015,1991,13116.98,0.5637256,8118.732
"Mmult All Ages","Ramp9",2015,1992,13995.38,0.8725179,6863.365
"Mmult All Ages","Ramp9",2015,1993,11889.22,1.045043,6502.349
"Mmult All Ages","Ramp9",2015,1994,9129.474,0.7375366,4380.742
"Mmult All Ages","Ramp9",2015,1995,8088.145,0.703339,2752.855
"Mmult All Ages","Ramp9",2015,1996,7888.83,0.5501931,3506.725
"Mmult All Ages","Ramp9",2015,1997,7721.956,0.3715286,4531.719
"Mmult All Ages","Ramp9",2015,1998,8851.675,0.3727363,4500.775
"Mmult All Ages","Ramp9",2015,1999,8996.252,0.5367253,6022.273
"Mmult All Ages","Ramp9",2015,2000,8871.925,0.4992808,2588.216
"Mmult All Ages","Ramp9",2015,2001,10237.24,0.5069963,2237.295
"Mmult All Ages","Ramp9",2015,2002,12346.39,0.3706738,2423.737
"Mmult All Ages","Ramp9",2015,2003,12899.52,0.4755343,2397.902
"Mmult All Ages","Ramp9",2015,2004,11625.1,0.3711715,2308.359
"Mmult All Ages","Ramp9",2015,2005,10139.1,0.3420714,3966.798
"Mmult All Ages","Ramp9",2015,2006,10424.47,0.2140408,5141.502
"Mmult All Ages","Ramp9",2015,2007,13545.46,0.1383241,4320.761
"Mmult All Ages","Ramp9",2015,2008,14614.52,0.1355083,5061.534
"Mmult All Ages","Ramp9",2015,2009,14470.8,0.1636447,5194.461
"Mmult All Ages","Ramp9",2015,2010,18208.74,0.1336572,4597.025
"Mmult All Ages","Ramp9",2015,2011,21029.8,0.179194,4352.642
"Mmult All Ages","Ramp9",2015,2012,20513.8,0.1764184,4238.201
"Mmult All Ages","Ramp9",2015,2013,19493.01,0.1468999,4763.497
"Mmult All Ages","Ramp9",2015,2014,17063.03,0.1456633,4212.363
"Mmult All Ages","Ramp9",2015,2015,14710.46,0.1391553,4530.354
"Mmult All Ages","Ramp9",2015,2016,15117.17,0.1085163,2642.947
"Mmult All Ages","Ramp9",2015,2017,14208.58,0.1740817,3654.869
"Mmult All Ages","Ramp9",2015,2018,11064.04,0.2272468,4093.769
"Mmult Old Ages"," Sudden",2000,1963,17620.89,0.312631,3504.431
"Mmult Old Ages"," Sudden",2000,1964,17149.82,0.2897173,2960.001
"Mmult Old Ages"," Sudden",2000,1965,16690.78,0.2688533,4159.068
"Mmult Old Ages"," Sudden",2000,1966,16554.03,0.1907832,4773.044
"Mmult Old Ages"," Sudden",2000,1967,17482.64,0.1443082,5006.147
"Mmult Old Ages"," Sudden",2000,1968,19347.74,0.1338549,5965.724
"Mmult Old Ages"," Sudden",2000,1969,21727.36,0.1155771,5134.216
"Mmult Old Ages"," Sudden",2000,1970,24525.86,0.1334567,6653.762
"Mmult Old Ages"," Sudden",2000,1971,27052.93,0.1502113,8147.956
"Mmult Old Ages"," Sudden",2000,1972,29318.37,0.1434091,5237.707
"Mmult Old Ages"," Sudden",2000,1973,32355.24,0.1342744,4851.982
"Mmult Old Ages"," Sudden",2000,1974,35245.79,0.1493906,5882.501
"Mmult Old Ages"," Sudden",2000,1975,36776.63,0.1350811,4841.293
"Mmult Old Ages"," Sudden",2000,1976,37802.46,0.1445666,5007.132
"Mmult Old Ages"," Sudden",2000,1977,37568.21,0.1874629,6678.614
"Mmult Old Ages"," Sudden",2000,1978,36365.57,0.1881225,6579.393
"Mmult Old Ages"," Sudden",2000,1979,35624.26,0.1687551,3720.46
"Mmult Old Ages"," Sudden",2000,1980,34962.05,0.1987083,6862.856
"Mmult Old Ages"," Sudden",2000,1981,33266.11,0.2636286,5523.536
"Mmult Old Ages"," Sudden",2000,1982,30146.47,0.32822,6357.079
"Mmult Old Ages"," Sudden",2000,1983,26725.78,0.3392684,3889.615
"Mmult Old Ages"," Sudden",2000,1984,23885.27,0.4069634,5681.155
"Mmult Old Ages"," Sudden",2000,1985,20561.9,0.4982719,10911.23
"Mmult Old Ages"," Sudden",2000,1986,17045.46,0.5484569,5809.049
"Mmult Old Ages"," Sudden",2000,1987,15113.44,0.6572943,8800.476
"Mmult Old Ages"," Sudden",2000,1988,14091.67,0.6936393,8540.871
"Mmult Old Ages"," Sudden",2000,1989,12993.56,0.6428534,12490.54
"Mmult Old Ages"," Sudden",2000,1990,13236.8,0.6749924,13143.44
"Mmult Old Ages"," Sudden",2000,1991,13433.43,0.5994019,8210.596
"Mmult Old Ages"," Sudden",2000,1992,14382.06,0.92326,7073.691
"Mmult Old Ages"," Sudden",2000,1993,12391.32,1.094979,6892.581
"Mmult Old Ages"," Sudden",2000,1994,9830.351,0.7366863,4851.37
"Mmult Old Ages"," Sudden",2000,1995,9070.617,0.6724026,3200.752
"Mmult Old Ages"," Sudden",2000,1996,9348.032,0.490208,4223.368
"Mmult Old Ages"," Sudden",2000,1997,9768.613,0.3070228,5651.833
"Mmult Old Ages"," Sudden",2000,1998,11868.36,0.2805623,5733.67
"Mmult Old Ages"," Sudden",2000,1999,12863.82,0.3678038,7752
"Mmult Old Ages"," Sudden",2000,2000,13167.35,0.3433523,3335.436
"Mmult Old Ages"," Sudden",2000,2001,14701.55,0.3614832,2858.112
"Mmult Old Ages"," Sudden",2000,2002,17513.37,0.2693903,3050.546
"Mmult Old Ages"," Sudden",2000,2003,18103.66,0.3507662,2934.852
"Mmult Old Ages"," Sudden",2000,2004,15910.83,0.2799604,2724.788
"Mmult Old Ages"," Sudden",2000,2005,12786.21,0.2820324,4434.012
"Mmult Old Ages"," Sudden",2000,2006,11983.95,0.1968665,5351.587
"Mmult Old Ages"," Sudden",2000,2007,14722.15,0.1346993,4179.904
"Mmult Old Ages"," Sudden",2000,2008,15297.21,0.1388907,4571.538
"Mmult Old Ages"," Sudden",2000,2009,15189.48,0.1660722,4405.809
"Mmult Old Ages"," Sudden",2000,2010,18780.84,0.1366338,3688.675
"Mmult Old Ages"," Sudden",2000,2011,21576.1,0.1828995,3337.815
"Mmult Old Ages"," Sudden",2000,2012,20916.66,0.1817403,3165.457
"Mmult Old Ages"," Sudden",2000,2013,19666.77,0.1522443,3524.98
"Mmult Old Ages"," Sudden",2000,2014,16808.27,0.1553722,3181.71
"Mmult Old Ages"," Sudden",2000,2015,14902.03,0.1421899,3535.54
"Mmult Old Ages"," Sudden",2000,2016,15599.99,0.1088857,2194.395
"Mmult Old Ages"," Sudden",2000,2017,14972.62,0.1726341,3303.684
"Mmult Old Ages"," Sudden",2000,2018,13025.88,0.1995211,4091.252
"Mmult Old Ages"," Sudden",2005,1963,18120.32,0.2892058,3380.113
"Mmult Old Ages"," Sudden",2005,1964,17600.81,0.280161,2870.785
"Mmult Old Ages"," Sudden",2005,1965,16981.17,0.2619202,4037.875
"Mmult Old Ages"," Sudden",2005,1966,16700.25,0.1877131,4643.837
"Mmult Old Ages"," Sudden",2005,1967,17480.05,0.1433829,4879.255
"Mmult Old Ages"," Sudden",2005,1968,19179.62,0.1340318,5823.485
"Mmult Old Ages"," Sudden",2005,1969,21387.9,0.1165046,5023.143
"Mmult Old Ages"," Sudden",2005,1970,24018.91,0.1349202,6522.977
"Mmult Old Ages"," Sudden",2005,1971,26398.68,0.1520183,7984.891
"Mmult Old Ages"," Sudden",2005,1972,28544.87,0.1453997,5122.106
"Mmult Old Ages"," Sudden",2005,1973,31457.96,0.1363462,4737.992
"Mmult Old Ages"," Sudden",2005,1974,34234.51,0.1515159,5740.525
"Mmult Old Ages"," Sudden",2005,1975,35685.78,0.1371162,4720.015
"Mmult Old Ages"," Sudden",2005,1976,36647.73,0.1465228,4879.314
"Mmult Old Ages"," Sudden",2005,1977,36393.99,0.1892371,6505.42
"Mmult Old Ages"," Sudden",2005,1978,35206.35,0.1899976,6405.758
"Mmult Old Ages"," Sudden",2005,1979,34463.58,0.1708331,3619.971
"Mmult Old Ages"," Sudden",2005,1980,33797.59,0.2004814,6676.941
"Mmult Old Ages"," Sudden",2005,1981,32145.09,0.2645368,5374.87
"Mmult Old Ages"," Sudden",2005,1982,29141.28,0.3279572,6187.917
"Mmult Old Ages"," Sudden",2005,1983,25859.46,0.3395048,3788.872
"Mmult Old Ages"," Sudden",2005,1984,23125.8,0.4062532,5539.214
"Mmult Old Ages"," Sudden",2005,1985,19939.27,0.4949682,10659.85
"Mmult Old Ages"," Sudden",2005,1986,16578.2,0.5445165,5694.746
"Mmult Old Ages"," Sudden",2005,1987,14758.09,0.6471371,8672.616
"Mmult Old Ages"," Sudden",2005,1988,13864.5,0.6735381,8453.434
"Mmult Old Ages"," Sudden",2005,1989,12888.22,0.6390698,12370.26
"Mmult Old Ages"," Sudden",2005,1990,13121.47,0.6717328,12975.64
"Mmult Old Ages"," Sudden",2005,1991,13287.98,0.6013743,8051.489
"Mmult Old Ages"," Sudden",2005,1992,14150.77,0.9307906,6854.063
"Mmult Old Ages"," Sudden",2005,1993,12048.98,1.119057,6558.111
"Mmult Old Ages"," Sudden",2005,1994,9344.32,0.7749484,4484.229
"Mmult Old Ages"," Sudden",2005,1995,8370.155,0.7309226,2850.901
"Mmult Old Ages"," Sudden",2005,1996,8289.247,0.5588599,3673.296
"Mmult Old Ages"," Sudden",2005,1997,8287.106,0.3664007,4835.157
"Mmult Old Ages"," Sudden",2005,1998,9703.377,0.3451257,4925.024
"Mmult Old Ages"," Sudden",2005,1999,10081.96,0.4799678,6785.886
"Mmult Old Ages"," Sudden",2005,2000,10220.22,0.4359378,3029.09
"Mmult Old Ages"," Sudden",2005,2001,12141.58,0.4276843,2627.462
"Mmult Old Ages"," Sudden",2005,2002,15045.49,0.3042927,2837.845
"Mmult Old Ages"," Sudden",2005,2003,16431.99,0.3718937,2760.318
"Mmult Old Ages"," Sudden",2005,2004,15909.04,0.2658834,2577.105
"Mmult Old Ages"," Sudden",2005,2005,13891.19,0.2535643,4209.938
"Mmult Old Ages"," Sudden",2005,2006,12793.95,0.1798966,5091.276
"Mmult Old Ages"," Sudden",2005,2007,15065.44,0.1289601,3981.669
"Mmult Old Ages"," Sudden",2005,2008,15212.83,0.1364156,4355.688
"Mmult Old Ages"," Sudden",2005,2009,14811.43,0.1666949,4196.773
"Mmult Old Ages"," Sudden",2005,2010,18202.74,0.1382797,3512.611
"Mmult Old Ages"," Sudden",2005,2011,20819,0.1864302,3179.392
"Mmult Old Ages"," Sudden",2005,2012,20132.85,0.1857507,3014.93
"Mmult Old Ages"," Sudden",2005,2013,18914.6,0.1558922,3356.919
"Mmult Old Ages"," Sudden",2005,2014,16211.45,0.1587464,3025.655
"Mmult Old Ages"," Sudden",2005,2015,14367.45,0.1455329,3369.344
"Mmult Old Ages"," Sudden",2005,2016,15083.55,0.1111526,2094.368
"Mmult Old Ages"," Sudden",2005,2017,14519.69,0.1755095,3158.04
"Mmult Old Ages"," Sudden",2005,2018,12556.36,0.2040097,3917.723
"Mmult Old Ages"," Sudden",2010,1963,19079.2,0.2633272,3307.076
"Mmult Old Ages"," Sudden",2010,1964,18512.33,0.2635669,2823.169
"Mmult Old Ages"," Sudden",2010,1965,17765.76,0.2475226,3975.752
"Mmult Old Ages"," Sudden",2010,1966,17373.12,0.1786219,4581.536
"Mmult Old Ages"," Sudden",2010,1967,18042.5,0.1376146,4821.619
"Mmult Old Ages"," Sudden",2010,1968,19622.5,0.1297622,5760.195
"Mmult Old Ages"," Sudden",2010,1969,21706.82,0.1136434,4975.139
"Mmult Old Ages"," Sudden",2010,1970,24219.67,0.1321797,6469.071
"Mmult Old Ages"," Sudden",2010,1971,26500.36,0.1492592,7913.786
"Mmult Old Ages"," Sudden",2010,1972,28570.99,0.1431432,5065.69
"Mmult Old Ages"," Sudden",2010,1973,31415.86,0.134571,4678.33
"Mmult Old Ages"," Sudden",2010,1974,34131.56,0.1494946,5662.684
"Mmult Old Ages"," Sudden",2010,1975,35538.14,0.1355297,4649.626
"Mmult Old Ages"," Sudden",2010,1976,36457.63,0.1448862,4801.085
"Mmult Old Ages"," Sudden",2010,1977,36179.58,0.1866104,6393.905
"Mmult Old Ages"," Sudden",2010,1978,34989.63,0.1874406,6290.134
"Mmult Old Ages"," Sudden",2010,1979,34225.16,0.1689582,3551.4
"Mmult Old Ages"," Sudden",2010,1980,33515.32,0.1980559,6548.555
"Mmult Old Ages"," Sudden",2010,1981,31845.62,0.2606098,5273.314
"Mmult Old Ages"," Sudden",2010,1982,28870.58,0.3225654,6074.333
"Mmult Old Ages"," Sudden",2010,1983,25625.04,0.3347157,3722.547
"Mmult Old Ages"," Sudden",2010,1984,22908.11,0.4001225,5449.265
"Mmult Old Ages"," Sudden",2010,1985,19759.66,0.4865185,10503.95
"Mmult Old Ages"," Sudden",2010,1986,16450.99,0.5349017,5625.198
"Mmult Old Ages"," Sudden",2010,1987,14663.81,0.6324381,8596.546
"Mmult Old Ages"," Sudden",2010,1988,13822.9,0.6521546,8405.758
"Mmult Old Ages"," Sudden",2010,1989,12910.77,0.6270826,12315.98
"Mmult Old Ages"," Sudden",2010,1990,13152.95,0.6593423,12907.74
"Mmult Old Ages"," Sudden",2010,1991,13300.75,0.5924081,7999.868
"Mmult Old Ages"," Sudden",2010,1992,14140.41,0.9175256,6795.156
"Mmult Old Ages"," Sudden",2010,1993,12023.73,1.103904,6479.498
"Mmult Old Ages"," Sudden",2010,1994,9294.965,0.7691261,4395.72
"Mmult Old Ages"," Sudden",2010,1995,8272.318,0.7305121,2770.725
"Mmult Old Ages"," Sudden",2010,1996,8124.066,0.5645597,3532.164
"Mmult Old Ages"," Sudden",2010,1997,8036.643,0.3750286,4578.666
"Mmult Old Ages"," Sudden",2010,1998,9303.04,0.3512017,4573.988
"Mmult Old Ages"," Sudden",2010,1999,9521.677,0.4984973,6147.446
"Mmult Old Ages"," Sudden",2010,2000,9424.621,0.4620463,2650.065
"Mmult Old Ages"," Sudden",2010,2001,10865.91,0.4685564,2297.08
"Mmult Old Ages"," Sudden",2010,2002,13027.05,0.3452866,2491.206
"Mmult Old Ages"," Sudden",2010,2003,13678.84,0.4451862,2460.593
"Mmult Old Ages"," Sudden",2010,2004,12505.11,0.341859,2349.761
"Mmult Old Ages"," Sudden",2010,2005,10985.18,0.3113658,4000.269
"Mmult Old Ages"," Sudden",2010,2006,11411.15,0.1921419,4929.092
"Mmult Old Ages"," Sudden",2010,2007,14948.19,0.1227792,3900.872
"Mmult Old Ages"," Sudden",2010,2008,16450.12,0.1165609,4292.356
"Mmult Old Ages"," Sudden",2010,2009,16718.25,0.1362482,4142.768
"Mmult Old Ages"," Sudden",2010,2010,21125.32,0.1142627,3465.753
"Mmult Old Ages"," Sudden",2010,2011,22915.06,0.1635084,3132.187
"Mmult Old Ages"," Sudden",2010,2012,21511.2,0.168435,2961.222
"Mmult Old Ages"," Sudden",2010,2013,19765.33,0.1450135,3284.391
"Mmult Old Ages"," Sudden",2010,2014,16766.11,0.1495134,2942.539
"Mmult Old Ages"," Sudden",2010,2015,14635.4,0.1396979,3273.682
"Mmult Old Ages"," Sudden",2010,2016,15225.64,0.1079777,2033.443
"Mmult Old Ages"," Sudden",2010,2017,14528.16,0.1718402,3066.976
"Mmult Old Ages"," Sudden",2010,2018,12372.89,0.2024185,3807.8
"Mmult Old Ages"," Sudden",2015,1963,20485.23,0.2376066,3270.911
"Mmult Old Ages"," Sudden",2015,1964,19869.67,0.2432372,2802.555
"Mmult Old Ages"," Sudden",2015,1965,19018.37,0.2289482,3952.393
"Mmult Old Ages"," Sudden",2015,1966,18531.76,0.1659526,4563.412
"Mmult Old Ages"," Sudden",2015,1967,19110.51,0.128823,4808.11
"Mmult Old Ages"," Sudden",2015,1968,20594.08,0.1226667,5747.029
"Mmult Old Ages"," Sudden",2015,1969,22576.75,0.108372,4967.833
"Mmult Old Ages"," Sudden",2015,1970,24993.73,0.1267742,6464.808
"Mmult Old Ages"," Sudden",2015,1971,27196.37,0.1436476,7903.262
"Mmult Old Ages"," Sudden",2015,1972,29210.05,0.1382692,5048.497
"Mmult Old Ages"," Sudden",2015,1973,32016.06,0.1304244,4653.847
"Mmult Old Ages"," Sudden",2015,1974,34701.18,0.1449615,5625.023
"Mmult Old Ages"," Sudden",2015,1975,36082.15,0.131743,4611.487
"Mmult Old Ages"," Sudden",2015,1976,36968.8,0.1410535,4755.204
"Mmult Old Ages"," Sudden",2015,1977,36657.13,0.1813685,6322.842
"Mmult Old Ages"," Sudden",2015,1978,35447.82,0.1822595,6211.229
"Mmult Old Ages"," Sudden",2015,1979,34644.63,0.1647153,3501.912
"Mmult Old Ages"," Sudden",2015,1980,33861.17,0.193196,6454.013
"Mmult Old Ages"," Sudden",2015,1981,32131.54,0.2539172,5196.921
"Mmult Old Ages"," Sudden",2015,1982,29126.7,0.3141835,5987.604
"Mmult Old Ages"," Sudden",2015,1983,25848.5,0.3271681,3671.885
"Mmult Old Ages"," Sudden",2015,1984,23084.04,0.3912511,5380.705
"Mmult Old Ages"," Sudden",2015,1985,19903.18,0.4758471,10387.28
"Mmult Old Ages"," Sudden",2015,1986,16569.97,0.5232703,5573.212
"Mmult Old Ages"," Sudden",2015,1987,14751.15,0.6175666,8536.31
"Mmult Old Ages"," Sudden",2015,1988,13902.18,0.6345865,8364.437
